"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"14/06/2018 09:00:00 - 14/06/2018 10:00:00","BZN|FR","Without Sequence","55.17","",""
"14/06/2018 10:00:00 - 14/06/2018 11:00:00","BZN|FR","Without Sequence","50.42","",""
"14/06/2018 11:00:00 - 14/06/2018 12:00:00","BZN|FR","Without Sequence","49.63","",""
"14/06/2018 12:00:00 - 14/06/2018 13:00:00","BZN|FR","Without Sequence","44.83","",""
"14/06/2018 13:00:00 - 14/06/2018 14:00:00","BZN|FR","Without Sequence","42.23","",""
"14/06/2018 14:00:00 - 14/06/2018 15:00:00","BZN|FR","Without Sequence","43.08","",""
"14/06/2018 15:00:00 - 14/06/2018 16:00:00","BZN|FR","Without Sequence","40.10","",""
"14/06/2018 16:00:00 - 14/06/2018 17:00:00","BZN|FR","Without Sequence","40.25","",""
"14/06/2018 17:00:00 - 14/06/2018 18:00:00","BZN|FR","Without Sequence","46.86","",""
"14/06/2018 18:00:00 - 14/06/2018 19:00:00","BZN|FR","Without Sequence","55.39","",""
"14/06/2018 19:00:00 - 14/06/2018 20:00:00","BZN|FR","Without Sequence","57.02","",""
"14/06/2018 20:00:00 - 14/06/2018 21:00:00","BZN|FR","Without Sequence","54.42","",""
"14/06/2018 21:00:00 - 14/06/2018 22:00:00","BZN|FR","Without Sequence","51.75","",""
"14/06/2018 22:00:00 - 14/06/2018 23:00:00","BZN|FR","Without Sequence","57.44","",""
"14/06/2018 23:00:00 - 15/06/2018 00:00:00","BZN|FR","Without Sequence","57.44","",""
"15/06/2018 00:00:00 - 15/06/2018 01:00:00","BZN|FR","Without Sequence","42.59","",""
"15/06/2018 01:00:00 - 15/06/2018 02:00:00","BZN|FR","Without Sequence","39.32","",""
"15/06/2018 02:00:00 - 15/06/2018 03:00:00","BZN|FR","Without Sequence","36.58","",""
"15/06/2018 03:00:00 - 15/06/2018 04:00:00","BZN|FR","Without Sequence","29.00","",""
"15/06/2018 04:00:00 - 15/06/2018 05:00:00","BZN|FR","Without Sequence","28.61","",""
"15/06/2018 05:00:00 - 15/06/2018 06:00:00","BZN|FR","Without Sequence","34.75","",""
"15/06/2018 06:00:00 - 15/06/2018 07:00:00","BZN|FR","Without Sequence","42.50","",""
"15/06/2018 07:00:00 - 15/06/2018 08:00:00","BZN|FR","Without Sequence","59.92","",""
"15/06/2018 08:00:00 - 15/06/2018 09:00:00","BZN|FR","Without Sequence","61.90","",""
"15/06/2018 09:00:00 - 15/06/2018 10:00:00","BZN|FR","Without Sequence","61.76","",""
"15/06/2018 10:00:00 - 15/06/2018 11:00:00","BZN|FR","Without Sequence","60.67","",""
"15/06/2018 11:00:00 - 15/06/2018 12:00:00","BZN|FR","Without Sequence","59.88","",""
"15/06/2018 12:00:00 - 15/06/2018 13:00:00","BZN|FR","Without Sequence","56.16","",""
"15/06/2018 13:00:00 - 15/06/2018 14:00:00","BZN|FR","Without Sequence","55.29","",""
"15/06/2018 14:00:00 - 15/06/2018 15:00:00","BZN|FR","Without Sequence","52.99","",""
"15/06/2018 15:00:00 - 15/06/2018 16:00:00","BZN|FR","Without Sequence","51.40","",""
"15/06/2018 16:00:00 - 15/06/2018 17:00:00","BZN|FR","Without Sequence","50.25","",""
"15/06/2018 17:00:00 - 15/06/2018 18:00:00","BZN|FR","Without Sequence","56.69","",""
"15/06/2018 18:00:00 - 15/06/2018 19:00:00","BZN|FR","Without Sequence","56.23","",""
"15/06/2018 19:00:00 - 15/06/2018 20:00:00","BZN|FR","Without Sequence","56.35","",""
"15/06/2018 20:00:00 - 15/06/2018 21:00:00","BZN|FR","Without Sequence","56.10","",""
"15/06/2018 21:00:00 - 15/06/2018 22:00:00","BZN|FR","Without Sequence","56.49","",""
"15/06/2018 22:00:00 - 15/06/2018 23:00:00","BZN|FR","Without Sequence","56.53","",""
"15/06/2018 23:00:00 - 16/06/2018 00:00:00","BZN|FR","Without Sequence","56.53","",""
"16/06/2018 00:00:00 - 16/06/2018 01:00:00","BZN|FR","Without Sequence","44.52","",""
"16/06/2018 01:00:00 - 16/06/2018 02:00:00","BZN|FR","Without Sequence","41.43","",""
"16/06/2018 02:00:00 - 16/06/2018 03:00:00","BZN|FR","Without Sequence","35.48","",""
"16/06/2018 03:00:00 - 16/06/2018 04:00:00","BZN|FR","Without Sequence","33.10","",""
"16/06/2018 04:00:00 - 16/06/2018 05:00:00","BZN|FR","Without Sequence","28.59","",""
"16/06/2018 05:00:00 - 16/06/2018 06:00:00","BZN|FR","Without Sequence","28.13","",""
"16/06/2018 06:00:00 - 16/06/2018 07:00:00","BZN|FR","Without Sequence","32.76","",""
"16/06/2018 07:00:00 - 16/06/2018 08:00:00","BZN|FR","Without Sequence","34.62","",""
"16/06/2018 08:00:00 - 16/06/2018 09:00:00","BZN|FR","Without Sequence","39.10","",""
"16/06/2018 09:00:00 - 16/06/2018 10:00:00","BZN|FR","Without Sequence","41.52","",""
"16/06/2018 10:00:00 - 16/06/2018 11:00:00","BZN|FR","Without Sequence","39.68","",""
"16/06/2018 11:00:00 - 16/06/2018 12:00:00","BZN|FR","Without Sequence","41.07","",""
"16/06/2018 12:00:00 - 16/06/2018 13:00:00","BZN|FR","Without Sequence","39.35","",""
"16/06/2018 13:00:00 - 16/06/2018 14:00:00","BZN|FR","Without Sequence","35.60","",""
"16/06/2018 14:00:00 - 16/06/2018 15:00:00","BZN|FR","Without Sequence","34.65","",""
"16/06/2018 15:00:00 - 16/06/2018 16:00:00","BZN|FR","Without Sequence","36.18","",""
"16/06/2018 16:00:00 - 16/06/2018 17:00:00","BZN|FR","Without Sequence","36.45","",""
"16/06/2018 17:00:00 - 16/06/2018 18:00:00","BZN|FR","Without Sequence","35.81","",""
"16/06/2018 18:00:00 - 16/06/2018 19:00:00","BZN|FR","Without Sequence","43.11","",""
"16/06/2018 19:00:00 - 16/06/2018 20:00:00","BZN|FR","Without Sequence","46.80","",""
"16/06/2018 20:00:00 - 16/06/2018 21:00:00","BZN|FR","Without Sequence","46.08","",""
"16/06/2018 21:00:00 - 16/06/2018 22:00:00","BZN|FR","Without Sequence","45.08","",""
"16/06/2018 22:00:00 - 16/06/2018 23:00:00","BZN|FR","Without Sequence","46.31","",""
"16/06/2018 23:00:00 - 17/06/2018 00:00:00","BZN|FR","Without Sequence","46.31","",""
"17/06/2018 00:00:00 - 17/06/2018 01:00:00","BZN|FR","Without Sequence","41.57","",""
"17/06/2018 01:00:00 - 17/06/2018 02:00:00","BZN|FR","Without Sequence","37.85","",""
"17/06/2018 02:00:00 - 17/06/2018 03:00:00","BZN|FR","Without Sequence","30.29","",""
"17/06/2018 03:00:00 - 17/06/2018 04:00:00","BZN|FR","Without Sequence","20.73","",""
"17/06/2018 04:00:00 - 17/06/2018 05:00:00","BZN|FR","Without Sequence","19.82","",""
"17/06/2018 05:00:00 - 17/06/2018 06:00:00","BZN|FR","Without Sequence","17.65","",""
"17/06/2018 06:00:00 - 17/06/2018 07:00:00","BZN|FR","Without Sequence","15.87","",""
"17/06/2018 07:00:00 - 17/06/2018 08:00:00","BZN|FR","Without Sequence","18.70","",""
"17/06/2018 08:00:00 - 17/06/2018 09:00:00","BZN|FR","Without Sequence","20.01","",""
"17/06/2018 09:00:00 - 17/06/2018 10:00:00","BZN|FR","Without Sequence","18.06","",""
"17/06/2018 10:00:00 - 17/06/2018 11:00:00","BZN|FR","Without Sequence","16.49","",""
"17/06/2018 11:00:00 - 17/06/2018 12:00:00","BZN|FR","Without Sequence","18.60","",""
"17/06/2018 12:00:00 - 17/06/2018 13:00:00","BZN|FR","Without Sequence","23.14","",""
"17/06/2018 13:00:00 - 17/06/2018 14:00:00","BZN|FR","Without Sequence","14.47","",""
"17/06/2018 14:00:00 - 17/06/2018 15:00:00","BZN|FR","Without Sequence","7.48","",""
"17/06/2018 15:00:00 - 17/06/2018 16:00:00","BZN|FR","Without Sequence","7.44","",""
"17/06/2018 16:00:00 - 17/06/2018 17:00:00","BZN|FR","Without Sequence","9.71","",""
"17/06/2018 17:00:00 - 17/06/2018 18:00:00","BZN|FR","Without Sequence","16.78","",""
"17/06/2018 18:00:00 - 17/06/2018 19:00:00","BZN|FR","Without Sequence","26.16","",""
"17/06/2018 19:00:00 - 17/06/2018 20:00:00","BZN|FR","Without Sequence","36.58","",""
"17/06/2018 20:00:00 - 17/06/2018 21:00:00","BZN|FR","Without Sequence","39.59","",""
"17/06/2018 21:00:00 - 17/06/2018 22:00:00","BZN|FR","Without Sequence","38.39","",""
"17/06/2018 22:00:00 - 17/06/2018 23:00:00","BZN|FR","Without Sequence","45.22","",""
"17/06/2018 23:00:00 - 18/06/2018 00:00:00","BZN|FR","Without Sequence","45.22","",""
"18/06/2018 00:00:00 - 18/06/2018 01:00:00","BZN|FR","Without Sequence","41.43","",""
"18/06/2018 01:00:00 - 18/06/2018 02:00:00","BZN|FR","Without Sequence","37.01","",""
"18/06/2018 02:00:00 - 18/06/2018 03:00:00","BZN|FR","Without Sequence","35.40","",""
"18/06/2018 03:00:00 - 18/06/2018 04:00:00","BZN|FR","Without Sequence","31.39","",""
"18/06/2018 04:00:00 - 18/06/2018 05:00:00","BZN|FR","Without Sequence","29.22","",""
"18/06/2018 05:00:00 - 18/06/2018 06:00:00","BZN|FR","Without Sequence","32.88","",""
"18/06/2018 06:00:00 - 18/06/2018 07:00:00","BZN|FR","Without Sequence","40.38","",""
"18/06/2018 07:00:00 - 18/06/2018 08:00:00","BZN|FR","Without Sequence","54.05","",""
"18/06/2018 08:00:00 - 18/06/2018 09:00:00","BZN|FR","Without Sequence","55.48","",""
"18/06/2018 09:00:00 - 18/06/2018 10:00:00","BZN|FR","Without Sequence","55.48","",""
"18/06/2018 10:00:00 - 18/06/2018 11:00:00","BZN|FR","Without Sequence","52.33","",""
"18/06/2018 11:00:00 - 18/06/2018 12:00:00","BZN|FR","Without Sequence","51.81","",""
"18/06/2018 12:00:00 - 18/06/2018 13:00:00","BZN|FR","Without Sequence","49.60","",""
"18/06/2018 13:00:00 - 18/06/2018 14:00:00","BZN|FR","Without Sequence","46.04","",""
"18/06/2018 14:00:00 - 18/06/2018 15:00:00","BZN|FR","Without Sequence","45.69","",""
"18/06/2018 15:00:00 - 18/06/2018 16:00:00","BZN|FR","Without Sequence","46.39","",""
"18/06/2018 16:00:00 - 18/06/2018 17:00:00","BZN|FR","Without Sequence","45.92","",""
"18/06/2018 17:00:00 - 18/06/2018 18:00:00","BZN|FR","Without Sequence","45.88","",""
"18/06/2018 18:00:00 - 18/06/2018 19:00:00","BZN|FR","Without Sequence","50.07","",""
"18/06/2018 19:00:00 - 18/06/2018 20:00:00","BZN|FR","Without Sequence","51.65","",""
"18/06/2018 20:00:00 - 18/06/2018 21:00:00","BZN|FR","Without Sequence","50.81","",""
"18/06/2018 21:00:00 - 18/06/2018 22:00:00","BZN|FR","Without Sequence","50.00","",""
"18/06/2018 22:00:00 - 18/06/2018 23:00:00","BZN|FR","Without Sequence","49.93","",""
"18/06/2018 23:00:00 - 19/06/2018 00:00:00","BZN|FR","Without Sequence","49.93","",""
"19/06/2018 00:00:00 - 19/06/2018 01:00:00","BZN|FR","Without Sequence","39.75","",""
"19/06/2018 01:00:00 - 19/06/2018 02:00:00","BZN|FR","Without Sequence","37.57","",""
"19/06/2018 02:00:00 - 19/06/2018 03:00:00","BZN|FR","Without Sequence","35.31","",""
"19/06/2018 03:00:00 - 19/06/2018 04:00:00","BZN|FR","Without Sequence","29.87","",""
"19/06/2018 04:00:00 - 19/06/2018 05:00:00","BZN|FR","Without Sequence","30.61","",""
"19/06/2018 05:00:00 - 19/06/2018 06:00:00","BZN|FR","Without Sequence","35.09","",""
"19/06/2018 06:00:00 - 19/06/2018 07:00:00","BZN|FR","Without Sequence","42.08","",""
"19/06/2018 07:00:00 - 19/06/2018 08:00:00","BZN|FR","Without Sequence","50.00","",""
"19/06/2018 08:00:00 - 19/06/2018 09:00:00","BZN|FR","Without Sequence","53.42","",""
"19/06/2018 09:00:00 - 19/06/2018 10:00:00","BZN|FR","Without Sequence","53.34","",""
"19/06/2018 10:00:00 - 19/06/2018 11:00:00","BZN|FR","Without Sequence","55.99","",""
"19/06/2018 11:00:00 - 19/06/2018 12:00:00","BZN|FR","Without Sequence","58.02","",""
"19/06/2018 12:00:00 - 19/06/2018 13:00:00","BZN|FR","Without Sequence","56.00","",""
"19/06/2018 13:00:00 - 19/06/2018 14:00:00","BZN|FR","Without Sequence","55.84","",""
"19/06/2018 14:00:00 - 19/06/2018 15:00:00","BZN|FR","Without Sequence","55.04","",""
"19/06/2018 15:00:00 - 19/06/2018 16:00:00","BZN|FR","Without Sequence","52.23","",""
"19/06/2018 16:00:00 - 19/06/2018 17:00:00","BZN|FR","Without Sequence","53.20","",""
"19/06/2018 17:00:00 - 19/06/2018 18:00:00","BZN|FR","Without Sequence","54.34","",""
"19/06/2018 18:00:00 - 19/06/2018 19:00:00","BZN|FR","Without Sequence","55.04","",""
"19/06/2018 19:00:00 - 19/06/2018 20:00:00","BZN|FR","Without Sequence","59.01","",""
"19/06/2018 20:00:00 - 19/06/2018 21:00:00","BZN|FR","Without Sequence","57.79","",""
"19/06/2018 21:00:00 - 19/06/2018 22:00:00","BZN|FR","Without Sequence","54.90","",""
"19/06/2018 22:00:00 - 19/06/2018 23:00:00","BZN|FR","Without Sequence","55.83","",""
"19/06/2018 23:00:00 - 20/06/2018 00:00:00","BZN|FR","Without Sequence","55.83","",""
"20/06/2018 00:00:00 - 20/06/2018 01:00:00","BZN|FR","Without Sequence","45.91","",""
"20/06/2018 01:00:00 - 20/06/2018 02:00:00","BZN|FR","Without Sequence","41.09","",""
"20/06/2018 02:00:00 - 20/06/2018 03:00:00","BZN|FR","Without Sequence","39.23","",""
"20/06/2018 03:00:00 - 20/06/2018 04:00:00","BZN|FR","Without Sequence","34.69","",""
"20/06/2018 04:00:00 - 20/06/2018 05:00:00","BZN|FR","Without Sequence","34.34","",""
"20/06/2018 05:00:00 - 20/06/2018 06:00:00","BZN|FR","Without Sequence","36.46","",""
"20/06/2018 06:00:00 - 20/06/2018 07:00:00","BZN|FR","Without Sequence","44.68","",""
"20/06/2018 07:00:00 - 20/06/2018 08:00:00","BZN|FR","Without Sequence","57.07","",""
"20/06/2018 08:00:00 - 20/06/2018 09:00:00","BZN|FR","Without Sequence","53.43","",""
"20/06/2018 09:00:00 - 20/06/2018 10:00:00","BZN|FR","Without Sequence","53.31","",""
"20/06/2018 10:00:00 - 20/06/2018 11:00:00","BZN|FR","Without Sequence","51.64","",""
"20/06/2018 11:00:00 - 20/06/2018 12:00:00","BZN|FR","Without Sequence","49.70","",""
"20/06/2018 12:00:00 - 20/06/2018 13:00:00","BZN|FR","Without Sequence","48.34","",""
"20/06/2018 13:00:00 - 20/06/2018 14:00:00","BZN|FR","Without Sequence","47.74","",""
"20/06/2018 14:00:00 - 20/06/2018 15:00:00","BZN|FR","Without Sequence","44.22","",""
"20/06/2018 15:00:00 - 20/06/2018 16:00:00","BZN|FR","Without Sequence","43.40","",""
"20/06/2018 16:00:00 - 20/06/2018 17:00:00","BZN|FR","Without Sequence","42.40","",""
"20/06/2018 17:00:00 - 20/06/2018 18:00:00","BZN|FR","Without Sequence","46.29","",""
"20/06/2018 18:00:00 - 20/06/2018 19:00:00","BZN|FR","Without Sequence","52.76","",""
"20/06/2018 19:00:00 - 20/06/2018 20:00:00","BZN|FR","Without Sequence","59.06","",""
"20/06/2018 20:00:00 - 20/06/2018 21:00:00","BZN|FR","Without Sequence","52.83","",""
"20/06/2018 21:00:00 - 20/06/2018 22:00:00","BZN|FR","Without Sequence","50.87","",""
"20/06/2018 22:00:00 - 20/06/2018 23:00:00","BZN|FR","Without Sequence","54.88","",""
"20/06/2018 23:00:00 - 21/06/2018 00:00:00","BZN|FR","Without Sequence","54.88","",""
"21/06/2018 00:00:00 - 21/06/2018 01:00:00","BZN|FR","Without Sequence","47.19","",""
"21/06/2018 01:00:00 - 21/06/2018 02:00:00","BZN|FR","Without Sequence","39.06","",""
"21/06/2018 02:00:00 - 21/06/2018 03:00:00","BZN|FR","Without Sequence","36.65","",""
"21/06/2018 03:00:00 - 21/06/2018 04:00:00","BZN|FR","Without Sequence","31.82","",""
"21/06/2018 04:00:00 - 21/06/2018 05:00:00","BZN|FR","Without Sequence","32.28","",""
"21/06/2018 05:00:00 - 21/06/2018 06:00:00","BZN|FR","Without Sequence","34.50","",""
"21/06/2018 06:00:00 - 21/06/2018 07:00:00","BZN|FR","Without Sequence","43.03","",""
"21/06/2018 07:00:00 - 21/06/2018 08:00:00","BZN|FR","Without Sequence","56.28","",""
"21/06/2018 08:00:00 - 21/06/2018 09:00:00","BZN|FR","Without Sequence","57.47","",""
"21/06/2018 09:00:00 - 21/06/2018 10:00:00","BZN|FR","Without Sequence","52.83","",""
"21/06/2018 10:00:00 - 21/06/2018 11:00:00","BZN|FR","Without Sequence","41.26","",""
"21/06/2018 11:00:00 - 21/06/2018 12:00:00","BZN|FR","Without Sequence","37.85","",""
"21/06/2018 12:00:00 - 21/06/2018 13:00:00","BZN|FR","Without Sequence","32.75","",""
"21/06/2018 13:00:00 - 21/06/2018 14:00:00","BZN|FR","Without Sequence","30.41","",""
"21/06/2018 14:00:00 - 21/06/2018 15:00:00","BZN|FR","Without Sequence","28.51","",""
"21/06/2018 15:00:00 - 21/06/2018 16:00:00","BZN|FR","Without Sequence","28.03","",""
"21/06/2018 16:00:00 - 21/06/2018 17:00:00","BZN|FR","Without Sequence","27.29","",""
"21/06/2018 17:00:00 - 21/06/2018 18:00:00","BZN|FR","Without Sequence","29.40","",""
"21/06/2018 18:00:00 - 21/06/2018 19:00:00","BZN|FR","Without Sequence","30.01","",""
"21/06/2018 19:00:00 - 21/06/2018 20:00:00","BZN|FR","Without Sequence","33.61","",""
"21/06/2018 20:00:00 - 21/06/2018 21:00:00","BZN|FR","Without Sequence","30.95","",""
"21/06/2018 21:00:00 - 21/06/2018 22:00:00","BZN|FR","Without Sequence","29.78","",""
"21/06/2018 22:00:00 - 21/06/2018 23:00:00","BZN|FR","Without Sequence","36.43","",""
"21/06/2018 23:00:00 - 22/06/2018 00:00:00","BZN|FR","Without Sequence","36.43","",""
"22/06/2018 00:00:00 - 22/06/2018 01:00:00","BZN|FR","Without Sequence","24.86","",""
"22/06/2018 01:00:00 - 22/06/2018 02:00:00","BZN|FR","Without Sequence","23.34","",""
"22/06/2018 02:00:00 - 22/06/2018 03:00:00","BZN|FR","Without Sequence","17.49","",""
"22/06/2018 03:00:00 - 22/06/2018 04:00:00","BZN|FR","Without Sequence","9.86","",""
"22/06/2018 04:00:00 - 22/06/2018 05:00:00","BZN|FR","Without Sequence","9.28","",""
"22/06/2018 05:00:00 - 22/06/2018 06:00:00","BZN|FR","Without Sequence","15.59","",""
"22/06/2018 06:00:00 - 22/06/2018 07:00:00","BZN|FR","Without Sequence","20.09","",""
"22/06/2018 07:00:00 - 22/06/2018 08:00:00","BZN|FR","Without Sequence","31.87","",""
"22/06/2018 08:00:00 - 22/06/2018 09:00:00","BZN|FR","Without Sequence","32.68","",""
"22/06/2018 09:00:00 - 22/06/2018 10:00:00","BZN|FR","Without Sequence","33.31","",""
"22/06/2018 10:00:00 - 22/06/2018 11:00:00","BZN|FR","Without Sequence","31.27","",""
"22/06/2018 11:00:00 - 22/06/2018 12:00:00","BZN|FR","Without Sequence","30.87","",""
"22/06/2018 12:00:00 - 22/06/2018 13:00:00","BZN|FR","Without Sequence","29.08","",""
"22/06/2018 13:00:00 - 22/06/2018 14:00:00","BZN|FR","Without Sequence","26.45","",""
"22/06/2018 14:00:00 - 22/06/2018 15:00:00","BZN|FR","Without Sequence","25.71","",""
"22/06/2018 15:00:00 - 22/06/2018 16:00:00","BZN|FR","Without Sequence","23.17","",""
"22/06/2018 16:00:00 - 22/06/2018 17:00:00","BZN|FR","Without Sequence","24.49","",""
"22/06/2018 17:00:00 - 22/06/2018 18:00:00","BZN|FR","Without Sequence","26.20","",""
"22/06/2018 18:00:00 - 22/06/2018 19:00:00","BZN|FR","Without Sequence","26.52","",""
"22/06/2018 19:00:00 - 22/06/2018 20:00:00","BZN|FR","Without Sequence","31.94","",""
"22/06/2018 20:00:00 - 22/06/2018 21:00:00","BZN|FR","Without Sequence","31.34","",""
"22/06/2018 21:00:00 - 22/06/2018 22:00:00","BZN|FR","Without Sequence","28.38","",""
"22/06/2018 22:00:00 - 22/06/2018 23:00:00","BZN|FR","Without Sequence","35.52","",""
"22/06/2018 23:00:00 - 23/06/2018 00:00:00","BZN|FR","Without Sequence","35.52","",""
"23/06/2018 00:00:00 - 23/06/2018 01:00:00","BZN|FR","Without Sequence","30.62","",""
"23/06/2018 01:00:00 - 23/06/2018 02:00:00","BZN|FR","Without Sequence","23.50","",""
"23/06/2018 02:00:00 - 23/06/2018 03:00:00","BZN|FR","Without Sequence","22.90","",""
"23/06/2018 03:00:00 - 23/06/2018 04:00:00","BZN|FR","Without Sequence","20.41","",""
"23/06/2018 04:00:00 - 23/06/2018 05:00:00","BZN|FR","Without Sequence","19.69","",""
"23/06/2018 05:00:00 - 23/06/2018 06:00:00","BZN|FR","Without Sequence","18.19","",""
"23/06/2018 06:00:00 - 23/06/2018 07:00:00","BZN|FR","Without Sequence","20.45","",""
"23/06/2018 07:00:00 - 23/06/2018 08:00:00","BZN|FR","Without Sequence","21.51","",""
"23/06/2018 08:00:00 - 23/06/2018 09:00:00","BZN|FR","Without Sequence","26.09","",""
"23/06/2018 09:00:00 - 23/06/2018 10:00:00","BZN|FR","Without Sequence","27.44","",""
"23/06/2018 10:00:00 - 23/06/2018 11:00:00","BZN|FR","Without Sequence","27.50","",""
"23/06/2018 11:00:00 - 23/06/2018 12:00:00","BZN|FR","Without Sequence","30.64","",""
"23/06/2018 12:00:00 - 23/06/2018 13:00:00","BZN|FR","Without Sequence","29.27","",""
"23/06/2018 13:00:00 - 23/06/2018 14:00:00","BZN|FR","Without Sequence","25.17","",""
"23/06/2018 14:00:00 - 23/06/2018 15:00:00","BZN|FR","Without Sequence","24.41","",""
"23/06/2018 15:00:00 - 23/06/2018 16:00:00","BZN|FR","Without Sequence","23.48","",""
"23/06/2018 16:00:00 - 23/06/2018 17:00:00","BZN|FR","Without Sequence","24.40","",""
"23/06/2018 17:00:00 - 23/06/2018 18:00:00","BZN|FR","Without Sequence","27.95","",""
"23/06/2018 18:00:00 - 23/06/2018 19:00:00","BZN|FR","Without Sequence","32.79","",""
"23/06/2018 19:00:00 - 23/06/2018 20:00:00","BZN|FR","Without Sequence","33.83","",""
"23/06/2018 20:00:00 - 23/06/2018 21:00:00","BZN|FR","Without Sequence","31.98","",""
"23/06/2018 21:00:00 - 23/06/2018 22:00:00","BZN|FR","Without Sequence","33.32","",""
"23/06/2018 22:00:00 - 23/06/2018 23:00:00","BZN|FR","Without Sequence","45.99","",""
"23/06/2018 23:00:00 - 24/06/2018 00:00:00","BZN|FR","Without Sequence","45.99","",""
"24/06/2018 00:00:00 - 24/06/2018 01:00:00","BZN|FR","Without Sequence","39.66","",""
"24/06/2018 01:00:00 - 24/06/2018 02:00:00","BZN|FR","Without Sequence","32.99","",""
"24/06/2018 02:00:00 - 24/06/2018 03:00:00","BZN|FR","Without Sequence","32.29","",""
"24/06/2018 03:00:00 - 24/06/2018 04:00:00","BZN|FR","Without Sequence","31.02","",""
"24/06/2018 04:00:00 - 24/06/2018 05:00:00","BZN|FR","Without Sequence","30.24","",""
"24/06/2018 05:00:00 - 24/06/2018 06:00:00","BZN|FR","Without Sequence","26.32","",""
"24/06/2018 06:00:00 - 24/06/2018 07:00:00","BZN|FR","Without Sequence","24.22","",""
"24/06/2018 07:00:00 - 24/06/2018 08:00:00","BZN|FR","Without Sequence","25.59","",""
"24/06/2018 08:00:00 - 24/06/2018 09:00:00","BZN|FR","Without Sequence","27.00","",""
"24/06/2018 09:00:00 - 24/06/2018 10:00:00","BZN|FR","Without Sequence","27.74","",""
"24/06/2018 10:00:00 - 24/06/2018 11:00:00","BZN|FR","Without Sequence","25.03","",""
"24/06/2018 11:00:00 - 24/06/2018 12:00:00","BZN|FR","Without Sequence","30.08","",""
"24/06/2018 12:00:00 - 24/06/2018 13:00:00","BZN|FR","Without Sequence","31.32","",""
"24/06/2018 13:00:00 - 24/06/2018 14:00:00","BZN|FR","Without Sequence","29.99","",""
"24/06/2018 14:00:00 - 24/06/2018 15:00:00","BZN|FR","Without Sequence","22.76","",""
